"YEAR","START_DATE","JURISDICTION","PREDICTION_DETECTION_METHOD","METRIC","LOCATION","FINES","END_DATE","DETECTION_METHOD","AGE_GROUP"
2023,"1/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",200,"1/31/2023","Police issued","17-25"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",10,"1/31/2023","Fixed Camera","26-39"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",306,"1/31/2023","Mobile Camera","26-39"
2023,"1/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",379,"1/31/2023","Police issued","26-39"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",17,"1/31/2023","Fixed Camera","40-64"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",596,"1/31/2023","Mobile Camera","40-64"
2023,"1/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",450,"1/31/2023","Police issued","40-64"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",6,"1/31/2023","Fixed Camera","65 and over"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",283,"1/31/2023","Mobile Camera","65 and over"
2023,"1/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",97,"1/31/2023","Police issued","65 and over"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",11,"1/31/2023","Fixed Camera","Unknown"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",327,"1/31/2023","Mobile Camera","Unknown"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Remote Australia",1,"1/31/2023","Mobile Camera","17-25"
2023,"1/1/2023","VIC","police_issued","speed_fines","Remote Australia",6,"1/31/2023","Police issued","17-25"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Remote Australia",1,"1/31/2023","Mobile Camera","26-39"
2023,"1/1/2023","VIC","police_issued","speed_fines","Remote Australia",16,"1/31/2023","Police issued","26-39"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Remote Australia",2,"1/31/2023","Mobile Camera","40-64"
2023,"1/1/2023","VIC","police_issued","speed_fines","Remote Australia",38,"1/31/2023","Police issued","40-64"
2023,"1/1/2023","VIC","police_issued","speed_fines","Remote Australia",8,"1/31/2023","Police issued","65 and over"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",63,"1/31/2023","Fixed Camera","17-25"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",68,"1/31/2023","Mobile Camera","17-25"
2023,"1/1/2023","VIC","police_issued","speed_fines","Unknown",9,"1/31/2023","Police issued","17-25"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",218,"1/31/2023","Fixed Camera","26-39"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",252,"1/31/2023","Mobile Camera","26-39"
2023,"1/1/2023","VIC","police_issued","speed_fines","Unknown",23,"1/31/2023","Police issued","26-39"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",288,"1/31/2023","Fixed Camera","40-64"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",364,"1/31/2023","Mobile Camera","40-64"
2023,"1/1/2023","VIC","police_issued","speed_fines","Unknown",18,"1/31/2023","Police issued","40-64"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",62,"1/31/2023","Fixed Camera","65 and over"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",117,"1/31/2023","Mobile Camera","65 and over"
2023,"1/1/2023","VIC","police_issued","speed_fines","Unknown",1,"1/31/2023","Police issued","65 and over"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",205,"1/31/2023","Fixed Camera","Unknown"
2023,"1/1/2023","VIC","camera_issued","speed_fines","Unknown",126,"1/31/2023","Mobile Camera","Unknown"
2023,"1/1/2023","VIC","police_issued","speed_fines","Unknown",1,"1/31/2023","Police issued","Unknown"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",1,"1/31/2023","Mobile Camera","0-16"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",229,"1/31/2023","Average speed Camera","17-25"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",1325,"1/31/2023","Fixed Camera","17-25"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",3685,"1/31/2023","Mobile Camera","17-25"
2023,"1/1/2023","WA","police_issued","speed_fines","Unknown",916,"1/31/2023","Police issued","17-25"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",893,"1/31/2023","Red light Camera","17-25"
2023,"1/1/2023","WA","unknown","speed_fines","Unknown",0,"1/31/2023","Unknown","17-25"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",471,"1/31/2023","Average speed Camera","26-39"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",4272,"1/31/2023","Fixed Camera","26-39"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",9352,"1/31/2023","Mobile Camera","26-39"
2023,"1/1/2023","WA","police_issued","speed_fines","Unknown",1913,"1/31/2023","Police issued","26-39"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",3494,"1/31/2023","Red light Camera","26-39"
2023,"1/1/2023","WA","unknown","speed_fines","Unknown",0,"1/31/2023","Unknown","26-39"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",546,"1/31/2023","Average speed Camera","40-64"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",6412,"1/31/2023","Fixed Camera","40-64"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",13530,"1/31/2023","Mobile Camera","40-64"
2023,"1/1/2023","WA","police_issued","speed_fines","Unknown",2201,"1/31/2023","Police issued","40-64"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",7450,"1/31/2023","Red light Camera","40-64"
2023,"1/1/2023","WA","unknown","speed_fines","Unknown",0,"1/31/2023","Unknown","40-64"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",85,"1/31/2023","Average speed Camera","65 and over"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",1618,"1/31/2023","Fixed Camera","65 and over"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",3317,"1/31/2023","Mobile Camera","65 and over"
2023,"1/1/2023","WA","police_issued","speed_fines","Unknown",401,"1/31/2023","Police issued","65 and over"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",2027,"1/31/2023","Red light Camera","65 and over"
2023,"1/1/2023","WA","unknown","speed_fines","Unknown",0,"1/31/2023","Unknown","65 and over"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",11,"1/31/2023","Fixed Camera","Unknown"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",17,"1/31/2023","Mobile Camera","Unknown"
2023,"1/1/2023","WA","camera_issued","speed_fines","Unknown",12,"1/31/2023","Red light Camera","Unknown"
2023,"1/1/2023","QLD","camera_issued","speed_fines","Unknown",9790,"12/31/2023","Average speed Camera","Unknown"
2023,"1/1/2023","QLD","camera_issued","speed_fines","Unknown",263939,"12/31/2023","Fixed Camera","Unknown"
2023,"1/1/2023","QLD","camera_issued","speed_fines","Unknown",469785,"12/31/2023","Mobile Camera","Unknown"
2023,"1/1/2023","QLD","police_issued","speed_fines","Unknown",117112,"12/31/2023","Police issued","Unknown"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",1,"2/28/2023","Fixed Camera","0-16"
2023,"2/1/2023","ACT","police_issued","speed_fines","Major Cities of Australia",1,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",508,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",220,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","ACT","police_issued","speed_fines","Major Cities of Australia",27,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",1149,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",463,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","ACT","police_issued","speed_fines","Major Cities of Australia",52,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",2115,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",582,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","ACT","police_issued","speed_fines","Major Cities of Australia",33,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",735,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",243,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","ACT","police_issued","speed_fines","Major Cities of Australia",4,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",91,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","ACT","camera_issued","speed_fines","Major Cities of Australia",13,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","NSW","police_issued","speed_fines","Inner Regional Australia",2,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","NSW","police_issued","speed_fines","Inner Regional Australia",1213,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NSW","police_issued","speed_fines","Inner Regional Australia",1894,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","NSW","police_issued","speed_fines","Inner Regional Australia",2047,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NSW","police_issued","speed_fines","Inner Regional Australia",522,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","NSW","police_issued","speed_fines","Major Cities of Australia",3,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","NSW","police_issued","speed_fines","Major Cities of Australia",1387,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NSW","police_issued","speed_fines","Major Cities of Australia",1694,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","NSW","police_issued","speed_fines","Major Cities of Australia",1503,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NSW","police_issued","speed_fines","Major Cities of Australia",202,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","NSW","police_issued","speed_fines","Outer Regional Australia",0,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","NSW","police_issued","speed_fines","Outer Regional Australia",297,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NSW","police_issued","speed_fines","Outer Regional Australia",553,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","NSW","police_issued","speed_fines","Outer Regional Australia",675,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NSW","police_issued","speed_fines","Outer Regional Australia",146,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","NSW","police_issued","speed_fines","Remote Australia",12,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NSW","police_issued","speed_fines","Remote Australia",29,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","NSW","police_issued","speed_fines","Remote Australia",29,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NSW","police_issued","speed_fines","Remote Australia",6,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","NSW","police_issued","speed_fines","Unknown",13,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NSW","police_issued","speed_fines","Unknown",6,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","NSW","police_issued","speed_fines","Unknown",6,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NSW","camera_issued","speed_fines","Unknown",32476,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","NSW","camera_issued","speed_fines","Unknown",2069,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","NSW","camera_issued","speed_fines","Unknown",18135,"2/28/2023","Red light Camera","Unknown"
2023,"2/1/2023","NSW","police_issued","speed_fines","Very Remote Australia",1,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NSW","police_issued","speed_fines","Very Remote Australia",3,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NSW","police_issued","speed_fines","Very Remote Australia",1,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",3,"2/28/2023","Mobile Camera","0-16"
2023,"2/1/2023","NT","police_issued","speed_fines","Unknown",1,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",251,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","NT","police_issued","speed_fines","Unknown",40,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",85,"2/28/2023","Red light Camera","17-25"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",639,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","NT","police_issued","speed_fines","Unknown",121,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",228,"2/28/2023","Red light Camera","26-39"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",702,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","NT","police_issued","speed_fines","Unknown",100,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",381,"2/28/2023","Red light Camera","40-64"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",154,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","NT","police_issued","speed_fines","Unknown",19,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",74,"2/28/2023","Red light Camera","65 and over"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",61,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","NT","camera_issued","speed_fines","Unknown",25,"2/28/2023","Red light Camera","Unknown"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",0,"2/28/2023","Fixed Camera","0-16"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",0,"2/28/2023","Mobile Camera","0-16"
2023,"2/1/2023","SA","Other","speed_fines","Unknown",0,"2/28/2023","Other","0-16"
2023,"2/1/2023","SA","police_issued","speed_fines","Unknown",0,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",482,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",886,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","SA","Other","speed_fines","Unknown",0,"2/28/2023","Other","17-25"
2023,"2/1/2023","SA","police_issued","speed_fines","Unknown",609,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",1083,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",2458,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","SA","Other","speed_fines","Unknown",0,"2/28/2023","Other","26-39"
2023,"2/1/2023","SA","police_issued","speed_fines","Unknown",1131,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",2287,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",4066,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","SA","Other","speed_fines","Unknown",0,"2/28/2023","Other","40-64"
2023,"2/1/2023","SA","police_issued","speed_fines","Unknown",1408,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",880,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",1074,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","SA","Other","speed_fines","Unknown",0,"2/28/2023","Other","65 and over"
2023,"2/1/2023","SA","police_issued","speed_fines","Unknown",356,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",195,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","SA","camera_issued","speed_fines","Unknown",219,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","SA","Other","speed_fines","Unknown",0,"2/28/2023","Other","Unknown"
2023,"2/1/2023","SA","police_issued","speed_fines","Unknown",3,"2/28/2023","Police issued","Unknown"
2023,"2/1/2023","TAS","police_issued","speed_fines","Unknown",0,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","TAS","camera_issued","speed_fines","Unknown",389,"2/28/2023","Fixed or mobile Camera","17-25"
2023,"2/1/2023","TAS","police_issued","speed_fines","Unknown",319,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","TAS","camera_issued","speed_fines","Unknown",1001,"2/28/2023","Fixed or mobile Camera","26-39"
2023,"2/1/2023","TAS","police_issued","speed_fines","Unknown",562,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","TAS","camera_issued","speed_fines","Unknown",1193,"2/28/2023","Fixed or mobile Camera","40-64"
2023,"2/1/2023","TAS","police_issued","speed_fines","Unknown",642,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","TAS","camera_issued","speed_fines","Unknown",419,"2/28/2023","Fixed or mobile Camera","65 and over"
2023,"2/1/2023","TAS","police_issued","speed_fines","Unknown",207,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","TAS","camera_issued","speed_fines","Unknown",3,"2/28/2023","Fixed or mobile Camera","Unknown"
2023,"2/1/2023","TAS","police_issued","speed_fines","Unknown",1,"2/28/2023","Police issued","Unknown"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",152,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",471,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","VIC","police_issued","speed_fines","Inner Regional Australia",669,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",649,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",1853,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","VIC","police_issued","speed_fines","Inner Regional Australia",1215,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",954,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",3158,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","VIC","police_issued","speed_fines","Inner Regional Australia",1587,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",295,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",1492,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","VIC","police_issued","speed_fines","Inner Regional Australia",405,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",820,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Inner Regional Australia",1665,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","VIC","police_issued","speed_fines","Inner Regional Australia",3,"2/28/2023","Police issued","Unknown"
2023,"2/1/2023","VIC","police_issued","speed_fines","Major Cities of Australia",2,"2/28/2023","Police issued","0-16"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",2051,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",1926,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","VIC","police_issued","speed_fines","Major Cities of Australia",762,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",8561,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",8726,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","VIC","police_issued","speed_fines","Major Cities of Australia",1464,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",14791,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",14530,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","VIC","police_issued","speed_fines","Major Cities of Australia",1695,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",4488,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",4294,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","VIC","police_issued","speed_fines","Major Cities of Australia",325,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",9373,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Major Cities of Australia",7165,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","VIC","police_issued","speed_fines","Major Cities of Australia",2,"2/28/2023","Police issued","Unknown"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",1,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",53,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",131,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",5,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",251,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",295,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",16,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",417,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",322,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",5,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",268,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",90,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",11,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Outer Regional Australia",263,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","VIC","police_issued","speed_fines","Outer Regional Australia",1,"2/28/2023","Police issued","Unknown"
2023,"2/1/2023","VIC","police_issued","speed_fines","Remote Australia",6,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","VIC","police_issued","speed_fines","Remote Australia",18,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Remote Australia",1,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","VIC","police_issued","speed_fines","Remote Australia",19,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","VIC","police_issued","speed_fines","Remote Australia",13,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",46,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",76,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","VIC","police_issued","speed_fines","Unknown",8,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",87,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",206,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","VIC","police_issued","speed_fines","Unknown",24,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",111,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",292,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","VIC","police_issued","speed_fines","Unknown",26,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",38,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",113,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","VIC","police_issued","speed_fines","Unknown",3,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",69,"2/28/2023","Fixed Camera","Unknown"
2023,"2/1/2023","VIC","camera_issued","speed_fines","Unknown",110,"2/28/2023","Mobile Camera","Unknown"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",251,"2/28/2023","Average speed Camera","17-25"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",1052,"2/28/2023","Fixed Camera","17-25"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",5145,"2/28/2023","Mobile Camera","17-25"
2023,"2/1/2023","WA","police_issued","speed_fines","Unknown",839,"2/28/2023","Police issued","17-25"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",801,"2/28/2023","Red light Camera","17-25"
2023,"2/1/2023","WA","unknown","speed_fines","Unknown",0,"2/28/2023","Unknown","17-25"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",604,"2/28/2023","Average speed Camera","26-39"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",3597,"2/28/2023","Fixed Camera","26-39"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",13069,"2/28/2023","Mobile Camera","26-39"
2023,"2/1/2023","WA","police_issued","speed_fines","Unknown",1511,"2/28/2023","Police issued","26-39"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",2795,"2/28/2023","Red light Camera","26-39"
2023,"2/1/2023","WA","unknown","speed_fines","Unknown",0,"2/28/2023","Unknown","26-39"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",609,"2/28/2023","Average speed Camera","40-64"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",5241,"2/28/2023","Fixed Camera","40-64"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",19349,"2/28/2023","Mobile Camera","40-64"
2023,"2/1/2023","WA","police_issued","speed_fines","Unknown",1808,"2/28/2023","Police issued","40-64"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",5845,"2/28/2023","Red light Camera","40-64"
2023,"2/1/2023","WA","unknown","speed_fines","Unknown",0,"2/28/2023","Unknown","40-64"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",112,"2/28/2023","Average speed Camera","65 and over"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",1323,"2/28/2023","Fixed Camera","65 and over"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",4878,"2/28/2023","Mobile Camera","65 and over"
2023,"2/1/2023","WA","police_issued","speed_fines","Unknown",348,"2/28/2023","Police issued","65 and over"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",1464,"2/28/2023","Red light Camera","65 and over"
2023,"2/1/2023","WA","unknown","speed_fines","Unknown",0,"2/28/2023","Unknown","65 and over"
2023,"2/1/2023","WA","camera_issued","speed_fines","Unknown",3,"2/28/2023","Average speed Camera","Unknown"
